id,x0,x1,uri,class
0,-0.08117465674877167,-0.02195257693529129,http://www.example.com/factory/knowledge_graph/ind#Event0,Event
1,-0.06547597795724869,-0.012632448226213455,http://www.example.com/factory/knowledge_graph/ind#Event1,Event
2,-0.05931868404150009,-0.013993024826049805,http://www.example.com/factory/knowledge_graph/ind#Event2,Event
3,-0.06194283440709114,-0.01050819642841816,http://www.example.com/factory/knowledge_graph/ind#Event3,Event
4,-0.0635756254196167,-0.013050684705376625,http://www.example.com/factory/knowledge_graph/ind#Event4,Event
5,-0.07163179665803909,-0.017833560705184937,http://www.example.com/factory/knowledge_graph/ind#Event5,Event
6,-0.06483905017375946,-0.010005190968513489,http://www.example.com/factory/knowledge_graph/ind#Event6,Event
7,-0.08372398465871811,-0.02700977958738804,http://www.example.com/factory/knowledge_graph/ind#Event7,Event
8,-0.08494047075510025,-0.02570866234600544,http://www.example.com/factory/knowledge_graph/ind#Event8,Event
9,-0.07007784396409988,-0.019626421853899956,http://www.example.com/factory/knowledge_graph/ind#Event9,Event
10,0.005753510631620884,0.015091116540133953,http://www.example.com/factory/knowledge_graph/ind#Event10,Event
11,-0.03763730451464653,-0.0027669239789247513,http://www.example.com/factory/knowledge_graph/ind#Event11,Event
12,-0.041473254561424255,-0.008848234079778194,http://www.example.com/factory/knowledge_graph/ind#Event12,Event
13,-0.07405156642198563,-0.023599248379468918,http://www.example.com/factory/knowledge_graph/ind#Event13,Event
14,-0.06849759072065353,-0.01959024928510189,http://www.example.com/factory/knowledge_graph/ind#Event14,Event
15,0.09822491556406021,0.057933226227760315,http://www.example.com/factory/knowledge_graph/ind#Event15,Event
16,-0.070369653403759,-0.01815882883965969,http://www.example.com/factory/knowledge_graph/ind#Event16,Event
17,-0.0683216005563736,-0.01746317371726036,http://www.example.com/factory/knowledge_graph/ind#Event17,Event
18,-0.06547427177429199,-0.017744654789566994,http://www.example.com/factory/knowledge_graph/ind#Event18,Event
19,-0.07456348836421967,-0.022032806649804115,http://www.example.com/factory/knowledge_graph/ind#Event19,Event
20,-0.0718001127243042,-0.01972954161465168,http://www.example.com/factory/knowledge_graph/ind#Event20,Event
21,-0.09470590204000473,-0.027966858819127083,http://www.example.com/factory/knowledge_graph/ind#Event21,Event
22,-0.08131088316440582,-0.02316230721771717,http://www.example.com/factory/knowledge_graph/ind#Event22,Event
23,-0.08466368913650513,-0.025258736684918404,http://www.example.com/factory/knowledge_graph/ind#Event23,Event
24,-0.06136525422334671,-0.011234698817133904,http://www.example.com/factory/knowledge_graph/ind#Event24,Event
25,0.28873464465141296,0.145117849111557,http://www.example.com/factory/knowledge_graph/ind#Event25,Event
26,-0.07798005640506744,-0.024450238794088364,http://www.example.com/factory/knowledge_graph/ind#Event26,Event
27,-0.08698590099811554,-0.02698918804526329,http://www.example.com/factory/knowledge_graph/ind#Event27,Event
28,-0.07301902770996094,-0.01628735102713108,http://www.example.com/factory/knowledge_graph/ind#Event28,Event
29,-0.0738532766699791,-0.01868424378335476,http://www.example.com/factory/knowledge_graph/ind#Event29,Event
30,-0.028055666014552116,6.444650352932513e-06,http://www.example.com/factory/knowledge_graph/ind#Event30,Event
