id,x0,x1,uri,class
0,-0.11595531553030014,0.011249825358390808,http://www.example.com/factory/knowledge_graph/ind#Event0,Event
1,-0.10938797891139984,0.007780254352837801,http://www.example.com/factory/knowledge_graph/ind#Event1,Event
2,-0.06264176964759827,-0.0006889684591442347,http://www.example.com/factory/knowledge_graph/ind#Event2,Event
3,-0.0007545650005340576,-0.0020249681547284126,http://www.example.com/factory/knowledge_graph/ind#Event3,Event
4,-0.09738215059041977,0.00013380986638367176,http://www.example.com/factory/knowledge_graph/ind#Event4,Event
5,-0.09873867779970169,0.004471189342439175,http://www.example.com/factory/knowledge_graph/ind#Event5,Event
6,-0.07655640691518784,0.013540267013013363,http://www.example.com/factory/knowledge_graph/ind#Event6,Event
7,-0.07459834218025208,0.013742579147219658,http://www.example.com/factory/knowledge_graph/ind#Event7,Event
8,-0.1165379136800766,0.009974083863198757,http://www.example.com/factory/knowledge_graph/ind#Event8,Event
9,-0.08930803835391998,0.003610015381127596,http://www.example.com/factory/knowledge_graph/ind#Event9,Event
10,-0.00580418249592185,-0.011806964874267578,http://www.example.com/factory/knowledge_graph/ind#Event10,Event
11,-0.07293688505887985,-0.0011434981133788824,http://www.example.com/factory/knowledge_graph/ind#Event11,Event
12,-0.03089233674108982,0.006199763622134924,http://www.example.com/factory/knowledge_graph/ind#Event12,Event
13,-0.10583563148975372,0.007118009030818939,http://www.example.com/factory/knowledge_graph/ind#Event13,Event
14,-0.08892837166786194,0.0056653497740626335,http://www.example.com/factory/knowledge_graph/ind#Event14,Event
15,-0.05349045991897583,-0.0015171280829235911,http://www.example.com/factory/knowledge_graph/ind#Event15,Event
16,-0.10126287490129471,0.007643411867320538,http://www.example.com/factory/knowledge_graph/ind#Event16,Event
17,-0.0991806909441948,0.009020933881402016,http://www.example.com/factory/knowledge_graph/ind#Event17,Event
18,-0.1033293753862381,0.007450377102941275,http://www.example.com/factory/knowledge_graph/ind#Event18,Event
19,-0.08843803405761719,0.007053934969007969,http://www.example.com/factory/knowledge_graph/ind#Event19,Event
20,-0.089421845972538,0.011673178523778915,http://www.example.com/factory/knowledge_graph/ind#Event20,Event
21,-0.1061835065484047,0.003968540113419294,http://www.example.com/factory/knowledge_graph/ind#Event21,Event
22,-0.10447922348976135,0.003780907718464732,http://www.example.com/factory/knowledge_graph/ind#Event22,Event
23,-0.10816758126020432,0.005138810258358717,http://www.example.com/factory/knowledge_graph/ind#Event23,Event
24,-0.041935406625270844,-0.006842708680778742,http://www.example.com/factory/knowledge_graph/ind#Event24,Event
25,0.2743196487426758,-0.05930948257446289,http://www.example.com/factory/knowledge_graph/ind#Event25,Event
26,-0.08976360410451889,0.0048656524159014225,http://www.example.com/factory/knowledge_graph/ind#Event26,Event
27,-0.08905678987503052,0.008690422400832176,http://www.example.com/factory/knowledge_graph/ind#Event27,Event
28,-0.18537679314613342,0.011099154129624367,http://www.example.com/factory/knowledge_graph/ind#Event28,Event
29,-0.10434769839048386,0.007995828986167908,http://www.example.com/factory/knowledge_graph/ind#Event29,Event
30,-0.0857323706150055,0.006715812254697084,http://www.example.com/factory/knowledge_graph/ind#Event30,Event
31,-0.08509234338998795,0.0013005095534026623,http://www.example.com/factory/knowledge_graph/ind#Event31,Event
32,-0.03951462730765343,-0.001363764051347971,http://www.example.com/factory/knowledge_graph/ind#Event32,Event
33,-0.07848004251718521,-0.00021576107246801257,http://www.example.com/factory/knowledge_graph/ind#Event33,Event
34,-0.09195660054683685,0.011395253241062164,http://www.example.com/factory/knowledge_graph/ind#Event34,Event
35,-0.10150273144245148,0.002779816510155797,http://www.example.com/factory/knowledge_graph/ind#Event35,Event
36,-0.11517754197120667,0.018818866461515427,http://www.example.com/factory/knowledge_graph/ind#Event36,Event
37,-0.08488339930772781,0.009525803849101067,http://www.example.com/factory/knowledge_graph/ind#Event37,Event
38,-0.09521041065454483,0.0038208963815122843,http://www.example.com/factory/knowledge_graph/ind#Event38,Event
39,-0.0811624675989151,0.014783588238060474,http://www.example.com/factory/knowledge_graph/ind#Event39,Event
40,-0.04170955345034599,-0.002944496925920248,http://www.example.com/factory/knowledge_graph/ind#Event40,Event
41,-0.0919690802693367,0.02290474995970726,http://www.example.com/factory/knowledge_graph/ind#Event41,Event
42,-0.10000690817832947,0.0032122046686708927,http://www.example.com/factory/knowledge_graph/ind#Event42,Event
43,-0.1010192260146141,0.02321747876703739,http://www.example.com/factory/knowledge_graph/ind#Event43,Event
44,-0.10600224882364273,0.007882100529968739,http://www.example.com/factory/knowledge_graph/ind#Event44,Event
45,-0.11274019628763199,0.00726272352039814,http://www.example.com/factory/knowledge_graph/ind#Event45,Event
46,-0.09843946993350983,0.013444498181343079,http://www.example.com/factory/knowledge_graph/ind#Event46,Event
47,-0.1073552593588829,0.009658937342464924,http://www.example.com/factory/knowledge_graph/ind#Event47,Event
48,-0.08161319047212601,-0.00014644028851762414,http://www.example.com/factory/knowledge_graph/ind#Event48,Event
49,-0.08722439408302307,0.004059799015522003,http://www.example.com/factory/knowledge_graph/ind#Event49,Event
50,-0.11812194436788559,0.008110619150102139,http://www.example.com/factory/knowledge_graph/ind#Event50,Event
51,-0.0964498221874237,0.003422040492296219,http://www.example.com/factory/knowledge_graph/ind#Event51,Event
52,-0.11337805539369583,0.00446225656196475,http://www.example.com/factory/knowledge_graph/ind#Event52,Event
53,-0.10198832303285599,0.010930001735687256,http://www.example.com/factory/knowledge_graph/ind#Event53,Event
54,-0.09679023921489716,0.014718232676386833,http://www.example.com/factory/knowledge_graph/ind#Event54,Event
55,-0.11443253606557846,0.008411217480897903,http://www.example.com/factory/knowledge_graph/ind#Event55,Event
56,-0.09852708131074905,0.007106347940862179,http://www.example.com/factory/knowledge_graph/ind#Event56,Event
57,-0.10654827952384949,0.0063355159945786,http://www.example.com/factory/knowledge_graph/ind#Event57,Event
58,-0.10326003283262253,0.006180239841341972,http://www.example.com/factory/knowledge_graph/ind#Event58,Event
59,-0.0994865819811821,0.0053229243494570255,http://www.example.com/factory/knowledge_graph/ind#Event59,Event
60,-0.07353781163692474,-0.00010823595221154392,http://www.example.com/factory/knowledge_graph/ind#Event60,Event
61,-0.09657230973243713,0.005830351263284683,http://www.example.com/factory/knowledge_graph/ind#Event61,Event
62,-0.020744454115629196,-0.00214373879134655,http://www.example.com/factory/knowledge_graph/ind#Event62,Event
63,-0.09207563102245331,0.005245691165328026,http://www.example.com/factory/knowledge_graph/ind#Event63,Event
64,-0.08226281404495239,0.00927992444485426,http://www.example.com/factory/knowledge_graph/ind#Event64,Event
65,-0.11148743331432343,0.006212948821485043,http://www.example.com/factory/knowledge_graph/ind#Event65,Event
66,-0.10305853933095932,0.014021003618836403,http://www.example.com/factory/knowledge_graph/ind#Event66,Event
67,-0.10933692008256912,0.009620683267712593,http://www.example.com/factory/knowledge_graph/ind#Event67,Event
68,-0.10462707281112671,0.009851254522800446,http://www.example.com/factory/knowledge_graph/ind#Event68,Event
69,-0.10952506959438324,0.006537922192364931,http://www.example.com/factory/knowledge_graph/ind#Event69,Event
70,-0.077651247382164,0.0014898162335157394,http://www.example.com/factory/knowledge_graph/ind#Event70,Event
71,-0.11238768696784973,0.006571060977876186,http://www.example.com/factory/knowledge_graph/ind#Event71,Event
72,-0.09136882424354553,0.002571936696767807,http://www.example.com/factory/knowledge_graph/ind#Event72,Event
73,-0.10712487250566483,0.0050554824993014336,http://www.example.com/factory/knowledge_graph/ind#Event73,Event
74,-0.10539014637470245,0.005950534250587225,http://www.example.com/factory/knowledge_graph/ind#Event74,Event
75,-0.020014844834804535,0.0027427873574197292,http://www.example.com/factory/knowledge_graph/ind#Event75,Event
76,-0.11013752967119217,0.0035547344014048576,http://www.example.com/factory/knowledge_graph/ind#Event76,Event
77,-0.10879768431186676,0.0056547317653894424,http://www.example.com/factory/knowledge_graph/ind#Event77,Event
78,-0.10027392208576202,0.005007870960980654,http://www.example.com/factory/knowledge_graph/ind#Event78,Event
79,-0.10912297666072845,0.004526724573224783,http://www.example.com/factory/knowledge_graph/ind#Event79,Event
80,-0.11365147680044174,0.005400629248470068,http://www.example.com/factory/knowledge_graph/ind#Event80,Event
81,-0.09529966115951538,0.002764060627669096,http://www.example.com/factory/knowledge_graph/ind#Event81,Event
82,-0.11331792920827866,0.0070863328874111176,http://www.example.com/factory/knowledge_graph/ind#Event82,Event
83,-0.10933391749858856,0.004158936906605959,http://www.example.com/factory/knowledge_graph/ind#Event83,Event
84,-0.10340701043605804,0.0017265412025153637,http://www.example.com/factory/knowledge_graph/ind#Event84,Event
85,-0.0710979700088501,0.002959159202873707,http://www.example.com/factory/knowledge_graph/ind#Event85,Event
86,-0.0891709104180336,0.00780226057395339,http://www.example.com/factory/knowledge_graph/ind#Event86,Event
87,-0.09732423722743988,0.00712807709351182,http://www.example.com/factory/knowledge_graph/ind#Event87,Event
88,-0.09393766522407532,0.007209718693047762,http://www.example.com/factory/knowledge_graph/ind#Event88,Event
89,-0.08585692942142487,0.005515203811228275,http://www.example.com/factory/knowledge_graph/ind#Event89,Event
90,-0.11895153671503067,0.019493157044053078,http://www.example.com/factory/knowledge_graph/ind#Event90,Event
91,-0.12489733844995499,0.0012712078168988228,http://www.example.com/factory/knowledge_graph/ind#Event91,Event
92,-0.0736188068985939,0.006848609074950218,http://www.example.com/factory/knowledge_graph/ind#Event92,Event
93,-0.10648822039365768,0.005514821968972683,http://www.example.com/factory/knowledge_graph/ind#Event93,Event
94,-0.07742228358983994,0.008971085771918297,http://www.example.com/factory/knowledge_graph/ind#Event94,Event
95,-0.0837830975651741,0.0013717527035623789,http://www.example.com/factory/knowledge_graph/ind#Event95,Event
96,-0.1178274005651474,0.01208504755049944,http://www.example.com/factory/knowledge_graph/ind#Event96,Event
97,-0.09409019351005554,0.005271127913147211,http://www.example.com/factory/knowledge_graph/ind#Event97,Event
98,-0.04590220004320145,-0.0027350313030183315,http://www.example.com/factory/knowledge_graph/ind#Event98,Event
99,-0.08554646372795105,0.00021473199012689292,http://www.example.com/factory/knowledge_graph/ind#Event99,Event
100,-0.049551356583833694,0.004957863129675388,http://www.example.com/factory/knowledge_graph/ind#Event100,Event
101,-0.09513568133115768,0.00203744787722826,http://www.example.com/factory/knowledge_graph/ind#Event101,Event
102,-0.1015341505408287,0.005184614565223455,http://www.example.com/factory/knowledge_graph/ind#Event102,Event
103,-0.10948846489191055,0.004713054746389389,http://www.example.com/factory/knowledge_graph/ind#Event103,Event
104,-0.09680198132991791,0.0018576406873762608,http://www.example.com/factory/knowledge_graph/ind#Event104,Event
105,-0.10408446937799454,0.007523746229708195,http://www.example.com/factory/knowledge_graph/ind#Event105,Event
106,-0.09302624315023422,-0.002761751413345337,http://www.example.com/factory/knowledge_graph/ind#Event106,Event
107,-0.10444717854261398,0.00378947495482862,http://www.example.com/factory/knowledge_graph/ind#Event107,Event
108,-0.09165146946907043,0.0028511432465165854,http://www.example.com/factory/knowledge_graph/ind#Event108,Event
109,-0.09253624081611633,0.005605785176157951,http://www.example.com/factory/knowledge_graph/ind#Event109,Event
110,-0.08947129547595978,0.0055023557506501675,http://www.example.com/factory/knowledge_graph/ind#Event110,Event
111,-0.09791350364685059,0.0014175609685480595,http://www.example.com/factory/knowledge_graph/ind#Event111,Event
112,-0.055688560009002686,0.0020608920603990555,http://www.example.com/factory/knowledge_graph/ind#Event112,Event
113,-0.06166275218129158,-0.003653106279671192,http://www.example.com/factory/knowledge_graph/ind#Event113,Event
114,-0.1006644070148468,0.006896371021866798,http://www.example.com/factory/knowledge_graph/ind#Event114,Event
115,-0.0984354168176651,0.007255444303154945,http://www.example.com/factory/knowledge_graph/ind#Event115,Event
116,-0.10462895780801773,0.007549472153186798,http://www.example.com/factory/knowledge_graph/ind#Event116,Event
117,0.057581573724746704,0.005855976603925228,http://www.example.com/factory/knowledge_graph/ind#Event117,Event
118,-0.12172766029834747,0.009120695292949677,http://www.example.com/factory/knowledge_graph/ind#Event118,Event
119,-0.11465246230363846,0.007623290177434683,http://www.example.com/factory/knowledge_graph/ind#Event119,Event
