id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,uri
0,0.08915912359952927,-0.3637462854385376,-0.6060819029808044,-0.18501557409763336,-0.2860095202922821,0.31702521443367004,0.0995076596736908,-0.16389302909374237,0.14232151210308075,0.46781259775161743,http://www.example.com/factory/knowledge_graph/ind#Event0
1,0.10744688659906387,-0.38020458817481995,-0.4941096901893616,-0.08876699954271317,-0.2639847993850708,0.4133204221725464,0.23902074992656708,-0.0013525767717510462,0.2606012225151062,0.47571855783462524,http://www.example.com/factory/knowledge_graph/ind#Event1
2,0.27802810072898865,-0.44906994700431824,-0.31333044171333313,0.10893534868955612,-0.31309786438941956,0.3378363251686096,0.16066767275333405,0.06926297396421432,0.22568507492542267,0.5632804036140442,http://www.example.com/factory/knowledge_graph/ind#Event2
3,0.16655932366847992,-0.20130176842212677,0.3943328857421875,0.17817549407482147,-0.33321359753608704,0.25674328207969666,-0.5553573369979858,0.17536337673664093,0.42253008484840393,-0.22324103116989136,http://www.example.com/factory/knowledge_graph/ind#Event3
4,0.6114041209220886,-0.5017479658126831,-0.4385726749897003,0.0003652641025837511,-0.08491816371679306,0.022032087668776512,-0.07836328446865082,-0.2922721803188324,-0.16274981200695038,0.23736049234867096,http://www.example.com/factory/knowledge_graph/ind#Event4
5,0.43215125799179077,0.3189494013786316,0.42088037729263306,-0.4243367314338684,-0.41671472787857056,-0.16362065076828003,-0.23489414155483246,0.2823379635810852,-0.051614902913570404,-0.1278185248374939,http://www.example.com/factory/knowledge_graph/ind#Event5
6,0.02565925568342209,-0.4232335090637207,-0.4358822703361511,-0.24810121953487396,0.3761715888977051,0.4206106960773468,0.14684966206550598,-0.3209592401981354,0.06944465637207031,-0.34763023257255554,http://www.example.com/factory/knowledge_graph/ind#Event6
7,0.092379130423069,-0.433645099401474,-0.40214765071868896,-0.05125787481665611,0.4253067374229431,0.4676235020160675,-0.0658559650182724,-0.38350749015808105,0.11871059983968735,-0.27203530073165894,http://www.example.com/factory/knowledge_graph/ind#Event7
8,-0.45193421840667725,0.47420087456703186,-0.13319438695907593,-0.06813087314367294,0.20938295125961304,-0.29231342673301697,-0.5554708242416382,0.05200328677892685,-0.03728709742426872,-0.3264589309692383,http://www.example.com/factory/knowledge_graph/ind#Event8
9,-0.009072933346033096,-0.47669005393981934,-0.1586538553237915,0.24248574674129486,0.45124778151512146,0.372051477432251,-0.4885597229003906,-0.31846553087234497,0.0790904313325882,-0.017344774678349495,http://www.example.com/factory/knowledge_graph/ind#Event9
10,-0.09992387145757675,-0.503495454788208,-0.08143145591020584,0.12450853735208511,0.22328364849090576,0.3846241235733032,-0.6624696850776672,-0.25986701250076294,-0.07762560993432999,0.06449795514345169,http://www.example.com/factory/knowledge_graph/ind#Event10
11,0.14821180701255798,-0.3476378321647644,-0.2099427580833435,0.37700337171554565,0.300618439912796,0.31670087575912476,-0.5428748726844788,-0.34207019209861755,0.19041471183300018,-0.179777130484581,http://www.example.com/factory/knowledge_graph/ind#Event11
12,0.5357809066772461,-0.370049387216568,0.3891913592815399,-0.11531197279691696,-0.3117813169956207,0.2533169686794281,-0.4156070053577423,-0.004527041222900152,-0.1741320639848709,0.21630218625068665,http://www.example.com/factory/knowledge_graph/ind#Event12
13,-0.2895052134990692,-0.22449511289596558,-0.4780605733394623,-0.09351080656051636,0.41820764541625977,-0.18445850908756256,-0.31465232372283936,0.017174111679196358,0.155704528093338,0.5440908670425415,http://www.example.com/factory/knowledge_graph/ind#Event13
